,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
20,ORV,F,LaMarcus Aldridge,27.0,POR,62.0,595.0,0.104,0.0,,,74.0,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.143,0.81,7.2,0.124,2013
21,ORV,F,Chris Bosh,28.0,MIA,59.0,595.0,0.099,4.0,,,74.0,33.2,16.6,6.8,1.7,0.9,1.4,0.535,0.284,0.798,9.0,0.175,2013
22,ORV,C,Joakim Noah,27.0,CHI,56.0,595.0,0.094,3.0,,,66.0,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,2013
23,ORV,F,Zach Randolph,31.0,MEM,45.0,595.0,0.076,0.0,,,76.0,34.3,15.4,11.2,1.4,0.8,0.4,0.46,0.087,0.75,7.9,0.145,2013
24,ORV,C,Al Horford,26.0,ATL,31.0,595.0,0.052,2.0,,,74.0,37.2,17.4,10.2,3.2,1.1,1.1,0.543,0.5,0.644,8.8,0.153,2013
25,ORV,F,Paul Pierce,35.0,BOS,24.0,595.0,0.04,0.0,,,77.0,33.4,18.6,6.3,4.8,1.1,0.4,0.436,0.38,0.787,7.2,0.135,2013
26,ORV,C,Al Jefferson,28.0,UTA,20.0,595.0,0.034,1.0,,,78.0,33.1,17.8,9.2,2.1,1.0,1.1,0.494,0.118,0.77,7.7,0.143,2013
27,ORV,C,Tyson Chandler,30.0,NYK,19.0,595.0,0.032,1.0,,,66.0,32.8,10.4,10.7,0.9,0.6,1.1,0.638,,0.694,9.3,0.207,2013
28,ORV,C,Roy Hibbert,26.0,IND,9.0,595.0,0.015,0.0,,,79.0,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129,2013
29,ORV,F,Luol Deng,27.0,CHI,8.0,595.0,0.013,0.0,,,75.0,38.7,16.5,6.3,3.0,1.1,0.4,0.426,0.322,0.816,6.3,0.105,2013
30,ORV,F,Kevin Garnett,36.0,BOS,8.0,595.0,0.013,0.0,,,68.0,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,2013
31,ORV,G,Ty Lawson,25.0,DEN,8.0,595.0,0.013,0.0,,,73.0,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,2013
32,ORV,F,Josh Smith,27.0,ATL,7.0,595.0,0.012,0.0,,,76.0,35.3,17.5,8.4,4.2,1.2,1.8,0.465,0.303,0.517,4.2,0.075,2013
33,ORV,G,Deron Williams,28.0,BRK,6.0,595.0,0.01,0.0,,,78.0,36.4,18.9,3.0,7.7,1.0,0.4,0.44,0.378,0.859,10.9,0.184,2013
34,ORV,F,Pau Gasol,32.0,LAL,4.0,595.0,0.007,0.0,,,49.0,33.8,13.7,8.6,4.1,0.5,1.2,0.466,0.286,0.702,3.7,0.107,2013
35,ORV,F,Serge Ibaka,23.0,OKC,4.0,595.0,0.007,0.0,,,80.0,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181,2013
36,ORV,C,Ömer Aşık,26.0,HOU,3.0,595.0,0.005,0.0,,,82.0,30.0,10.1,11.7,0.9,0.6,1.1,0.541,0.0,0.562,5.5,0.108,2013
37,ORV,F,Kenneth Faried,23.0,DEN,3.0,595.0,0.005,0.0,,,80.0,28.1,11.5,9.2,1.0,1.0,1.0,0.552,,0.613,7.8,0.167,2013
38,ORV,G,Raymond Felton,28.0,NYK,3.0,595.0,0.005,0.0,,,68.0,34.0,13.9,2.9,5.5,1.4,0.2,0.427,0.36,0.789,4.2,0.087,2013
39,ORV,G,Kyrie Irving,20.0,CLE,3.0,595.0,0.005,0.0,,,59.0,34.7,22.5,3.7,5.9,1.5,0.4,0.452,0.391,0.855,5.3,0.125,2013
40,ORV,F,Carlos Boozer,31.0,CHI,2.0,595.0,0.003,0.0,0.0,2.0,79.0,32.2,16.2,9.8,2.3,0.8,0.4,0.477,0.0,0.731,5.7,0.108,2013
41,ORV,G,Mike Conley,25.0,MEM,2.0,595.0,0.003,0.0,0.0,2.0,80.0,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,2013
42,ORV,F,David West,32.0,IND,2.0,595.0,0.003,0.0,0.0,2.0,73.0,33.4,17.1,7.7,2.9,1.0,0.9,0.498,0.211,0.768,9.1,0.179,2013
43,ORV,F,Rudy Gay,26.0,TOT,1.0,595.0,0.002,0.0,0.0,1.0,75.0,35.8,18.2,6.1,2.7,1.5,0.7,0.416,0.323,0.814,4.0,0.072,2013
44,ORV,F,J.J. Hickson,24.0,POR,1.0,595.0,0.002,0.0,0.0,1.0,80.0,29.0,12.7,10.4,1.1,0.6,0.6,0.562,0.0,0.679,6.9,0.142,2013
45,ORV,F,Andre Iguodala,29.0,DEN,1.0,595.0,0.002,0.0,0.0,1.0,80.0,34.7,13.0,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097,2013
46,ORV,F,Dirk Nowitzki,34.0,DAL,1.0,595.0,0.002,0.0,0.0,1.0,53.0,31.3,17.3,6.8,2.5,0.7,0.7,0.471,0.414,0.86,5.0,0.145,2013
47,ORV,F,Nikola Peković,27.0,MIN,1.0,595.0,0.002,0.0,0.0,1.0,62.0,31.6,16.3,8.8,0.9,0.7,0.8,0.52,,0.744,6.7,0.163,2013
48,ORV,G,Rajon Rondo,26.0,BOS,1.0,595.0,0.002,0.0,0.0,1.0,38.0,37.4,13.7,5.6,11.1,1.8,0.2,0.484,0.24,0.645,3.2,0.108,2013
49,ORV,C,Nikola Vučević,22.0,ORL,1.0,595.0,0.002,0.0,0.0,1.0,77.0,33.2,13.1,11.9,1.9,0.8,1.0,0.519,0.0,0.683,5.7,0.106,2013
0,1st,F,Kevin Durant,25.0,OKC,625.0,625.0,1.0,125.0,0.0,0.0,81.0,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2014
1,1st,F,LeBron James,29.0,MIA,623.0,625.0,0.997,124.0,1.0,0.0,77.0,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,2014
2,1st,C,Joakim Noah,28.0,CHI,551.0,625.0,0.882,101.0,,,80.0,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,2014
3,1st,G,Chris Paul,28.0,LAC,540.0,625.0,0.864,86.0,,,62.0,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,2014
4,1st,G,James Harden,24.0,HOU,502.0,625.0,0.803,73.0,,,73.0,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2014
6,2nd,G,Stephen Curry,25.0,GSW,489.0,625.0,0.782,65.0,,,78.0,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,2014
7,2nd,F,Blake Griffin,24.0,LAC,350.0,625.0,0.56,5.0,,,80.0,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2014
8,2nd,F,Kevin Love,25.0,MIN,237.0,625.0,0.379,2.0,,,77.0,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,2014
9,2nd,C,Dwight Howard,28.0,HOU,226.0,625.0,0.362,9.0,,,71.0,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8.0,0.161,2014
10,2nd,G,Tony Parker,31.0,SAS,210.0,625.0,0.336,14.0,,,68.0,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,2014
12,3rd,F,LaMarcus Aldridge,28.0,POR,191.0,625.0,0.306,4.0,,,69.0,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,2014
13,3rd,C,Al Jefferson,29.0,CHA,191.0,625.0,0.306,4.0,,,73.0,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2014
14,3rd,F,Paul George,23.0,IND,171.0,625.0,0.274,4.0,,,80.0,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,2014
15,3rd,G,Damian Lillard,23.0,POR,115.0,625.0,0.184,2.0,,,82.0,35.8,20.7,3.5,5.6,0.8,0.3,0.424,0.394,0.871,9.6,0.157,2014
16,3rd,G,Goran Dragić,27.0,PHO,115.0,625.0,0.184,1.0,,,76.0,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2014
18,ORV,F,Carmelo Anthony,29.0,NYK,86.0,625.0,0.138,1.0,,,77.0,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,2014
19,ORV,G,John Wall,23.0,WAS,70.0,625.0,0.112,0.0,,,82.0,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,2014
20,ORV,F,Tim Duncan,37.0,SAS,63.0,625.0,0.101,1.0,,,74.0,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,2014
21,ORV,G,DeMar DeRozan,24.0,TOR,56.0,625.0,0.09,0.0,,,79.0,38.2,22.7,4.3,4.0,1.1,0.4,0.429,0.305,0.824,8.8,0.141,2014
22,ORV,F,Anthony Davis,20.0,NOP,40.0,625.0,0.064,1.0,,,67.0,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,2014
23,ORV,F,Dirk Nowitzki,35.0,DAL,37.0,625.0,0.059,1.0,,,80.0,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,2014
24,ORV,G,Russell Westbrook,25.0,OKC,32.0,625.0,0.051,1.0,,,46.0,30.7,21.8,5.7,6.9,1.9,0.2,0.437,0.318,0.826,5.2,0.178,2014
25,ORV,G,Kyle Lowry,27.0,TOR,29.0,625.0,0.046,0.0,,,79.0,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,2014
26,ORV,C,DeAndre Jordan,25.0,LAC,21.0,625.0,0.034,0.0,,,82.0,35.0,10.4,13.6,0.9,1.0,2.5,0.676,,0.428,11.1,0.186,2014
27,ORV,C,Roy Hibbert,27.0,IND,17.0,625.0,0.027,0.0,,,81.0,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,2014
28,ORV,C,Marc Gasol,29.0,MEM,16.0,625.0,0.026,2.0,,,59.0,33.4,14.6,7.2,3.6,1.0,1.3,0.473,0.182,0.768,5.6,0.137,2014
29,ORV,C,DeMarcus Cousins,23.0,SAC,14.0,625.0,0.022,1.0,,,71.0,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0.0,0.726,7.9,0.166,2014
30,ORV,G,Kyrie Irving,21.0,CLE,7.0,625.0,0.011,0.0,,,71.0,35.2,20.8,3.6,6.1,1.5,0.3,0.43,0.358,0.861,6.7,0.128,2014
31,ORV,G,Dwyane Wade,32.0,MIA,6.0,625.0,0.01,0.0,,,54.0,32.9,19.0,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,0.149,2014
32,ORV,G,Mike Conley,26.0,MEM,4.0,625.0,0.006,0.0,,,73.0,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2014
33,ORV,F,Serge Ibaka,24.0,OKC,4.0,625.0,0.006,0.0,,,81.0,32.9,15.1,8.8,1.0,0.5,2.7,0.536,0.383,0.784,9.6,0.173,2014
34,ORV,G,Joe Johnson,32.0,BRK,4.0,625.0,0.006,0.0,,,79.0,32.6,15.8,3.4,2.7,0.6,0.1,0.454,0.401,0.815,4.9,0.091,2014
35,ORV,F,Zach Randolph,32.0,MEM,4.0,625.0,0.006,0.0,,,79.0,34.2,17.4,10.1,2.5,0.7,0.3,0.467,0.1,0.742,6.4,0.113,2014
36,ORV,G,Lance Stephenson,23.0,IND,3.0,625.0,0.005,0.0,,,78.0,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,2014
37,ORV,G,Ty Lawson,26.0,DEN,2.0,625.0,0.003,0.0,0.0,2.0,62.0,35.8,17.6,3.5,8.8,1.6,0.2,0.431,0.356,0.798,6.3,0.136,2014
38,ORV,F,Paul Millsap,28.0,ATL,2.0,625.0,0.003,0.0,0.0,2.0,74.0,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,2014
39,ORV,F,Chris Bosh,29.0,MIA,1.0,625.0,0.002,0.0,0.0,1.0,79.0,32.0,16.2,6.6,1.1,1.0,1.0,0.516,0.339,0.82,8.0,0.152,2014
40,ORV,C,Andre Drummond,20.0,DET,1.0,625.0,0.002,0.0,0.0,1.0,81.0,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182,2014
41,ORV,G,Monta Ellis,28.0,DAL,1.0,625.0,0.002,0.0,0.0,1.0,82.0,36.9,19.0,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078,2014
42,ORV,F,Kawhi Leonard,22.0,SAS,1.0,625.0,0.002,0.0,0.0,1.0,66.0,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193,2014
0,1st,G,Stephen Curry,26.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,2015
1,1st,F,LeBron James,30.0,CLE,645.0,645.0,1.0,129.0,0.0,0.0,69.0,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2015
2,1st,G,James Harden,25.0,HOU,637.0,645.0,0.988,125.0,,,81.0,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015
3,1st,F,Anthony Davis,21.0,NOP,625.0,645.0,0.969,119.0,,,68.0,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,2015
4,1st,C,Marc Gasol,30.0,MEM,453.0,645.0,0.702,65.0,,,81.0,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015
6,2nd,G,Russell Westbrook,26.0,OKC,397.0,645.0,0.616,10.0,,,67.0,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015
7,2nd,F,LaMarcus Aldridge,29.0,POR,390.0,645.0,0.605,13.0,,,71.0,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,2015
8,2nd,G,Chris Paul,29.0,LAC,335.0,645.0,0.519,1.0,,,82.0,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015
9,2nd,F,Pau Gasol,34.0,CHI,242.0,645.0,0.375,15.0,,,78.0,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187,2015
10,2nd,C,DeMarcus Cousins,24.0,SAC,220.0,645.0,0.341,18.0,,,59.0,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144,2015
12,3rd,F,Blake Griffin,25.0,LAC,189.0,645.0,0.293,2.0,,,67.0,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2015
13,3rd,C,DeAndre Jordan,26.0,LAC,175.0,645.0,0.271,12.0,,,82.0,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217,2015
14,3rd,F,Tim Duncan,38.0,SAS,167.0,645.0,0.259,6.0,,,77.0,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,2015
15,3rd,G,Klay Thompson,24.0,GSW,122.0,645.0,0.189,0.0,,,77.0,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015
16,3rd,G,Kyrie Irving,22.0,CLE,112.0,645.0,0.174,0.0,,,75.0,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,2015
18,ORV,F,Kawhi Leonard,23.0,SAS,155.0,645.0,0.24,0.0,,,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015
19,ORV,F,Paul Millsap,29.0,ATL,70.0,645.0,0.109,0.0,,,73.0,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166,2015
20,ORV,C,Al Horford,28.0,ATL,64.0,645.0,0.099,1.0,,,76.0,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,2015
21,ORV,G,John Wall,24.0,WAS,50.0,645.0,0.078,0.0,,,79.0,35.9,17.6,4.6,10.0,1.7,0.6,0.445,0.3,0.785,7.8,0.132,2015
22,ORV,G,Jimmy Butler,25.0,CHI,32.0,645.0,0.05,0.0,,,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,2015
23,ORV,G,Damian Lillard,24.0,POR,22.0,645.0,0.034,0.0,,,82.0,35.7,21.0,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,0.174,2015
24,ORV,F,Draymond Green,24.0,GSW,9.0,645.0,0.014,0.0,,,79.0,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,2015
25,ORV,F,Zach Randolph,33.0,MEM,7.0,645.0,0.011,0.0,,,71.0,32.5,16.1,10.5,2.2,1.0,0.2,0.487,0.35,0.765,7.2,0.149,2015
26,ORV,G,Jeff Teague,26.0,ATL,7.0,645.0,0.011,0.0,,,73.0,30.5,15.9,2.5,7.0,1.7,0.4,0.46,0.343,0.862,7.7,0.166,2015
27,ORV,C,Andrew Bogut,30.0,GSW,6.0,645.0,0.009,0.0,,,67.0,23.6,6.3,8.1,2.7,0.6,1.7,0.563,,0.524,5.2,0.159,2015
28,ORV,C,Nikola Vučević,24.0,ORL,6.0,645.0,0.009,0.0,,,74.0,34.2,19.3,10.9,2.0,0.7,0.7,0.523,0.333,0.752,7.0,0.133,2015
29,ORV,G,DeMar DeRozan,25.0,TOR,3.0,645.0,0.005,0.0,,,60.0,35.0,20.1,4.6,3.5,1.2,0.2,0.413,0.284,0.832,4.0,0.09,2015
30,ORV,F,Rudy Gay,28.0,SAC,3.0,645.0,0.005,0.0,,,68.0,35.4,21.1,5.9,3.7,1.0,0.6,0.455,0.359,0.858,6.1,0.122,2015
31,ORV,C,Andre Drummond,21.0,DET,2.0,645.0,0.003,0.0,,,82.0,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0.0,0.389,7.7,0.147,2015
32,ORV,F,Gordon Hayward,24.0,UTA,2.0,645.0,0.003,0.0,,,76.0,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159,2015
33,ORV,F,Kyle Korver,33.0,ATL,2.0,645.0,0.003,0.0,,,75.0,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148,2015
34,ORV,C,Joakim Noah,29.0,CHI,2.0,645.0,0.003,0.0,,,67.0,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13,2015
35,ORV,F,Dirk Nowitzki,36.0,DAL,2.0,645.0,0.003,0.0,,,77.0,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152,2015
36,ORV,G,Dwyane Wade,33.0,MIA,2.0,645.0,0.003,0.0,,,62.0,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086,2015
37,ORV,F,Carmelo Anthony,30.0,NYK,1.0,645.0,0.002,0.0,,,40.0,35.7,24.2,6.6,3.1,1.0,0.4,0.444,0.341,0.797,2.9,0.097,2015
38,ORV,C,Tyson Chandler,32.0,DAL,1.0,645.0,0.002,0.0,,,75.0,30.5,10.3,11.5,1.1,0.6,1.2,0.666,,0.72,10.3,0.216,2015
39,ORV,G,Mike Conley,27.0,MEM,1.0,645.0,0.002,0.0,,,70.0,31.8,15.8,3.0,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147,2015
40,ORV,C,Brook Lopez,26.0,BRK,1.0,645.0,0.002,0.0,,,72.0,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7.0,0.159,2015
41,ORV,F,Kevin Love,26.0,CLE,1.0,645.0,0.002,0.0,,,75.0,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165,2015
42,ORV,G,Kyle Lowry,28.0,TOR,1.0,645.0,0.002,0.0,,,70.0,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141,2015
43,ORV,G,Khris Middleton,23.0,MIL,1.0,645.0,0.002,0.0,,,79.0,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135,2015
0,1st,G,Stephen Curry,27.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016
1,1st,F,LeBron James,31.0,CLE,637.0,645.0,0.988,125.0,4.0,0.0,76.0,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016
2,1st,G,Russell Westbrook,27.0,OKC,627.0,645.0,0.972,120.0,9.0,0.0,80.0,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,2016
3,1st,F,Kawhi Leonard,24.0,SAS,575.0,645.0,0.891,94.0,35.0,0.0,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,2016
4,1st,C,DeAndre Jordan,27.0,LAC,317.0,645.0,0.491,39.0,36.0,14.0,77.0,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0.0,0.43,11.5,0.213,2016
6,2nd,F,Kevin Durant,27.0,OKC,452.0,645.0,0.701,36.0,90.0,2.0,72.0,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,2016
7,2nd,F,Draymond Green,25.0,GSW,431.0,645.0,0.668,40.0,74.0,9.0,81.0,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016
8,2nd,G,Chris Paul,30.0,LAC,353.0,645.0,0.547,8.0,101.0,10.0,74.0,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2016
9,2nd,C,DeMarcus Cousins,25.0,SAC,277.0,645.0,0.429,32.0,28.0,33.0,65.0,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,2016
10,2nd,G,Damian Lillard,25.0,POR,217.0,645.0,0.336,0.0,48.0,73.0,75.0,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016
12,3rd,C,Andre Drummond,22.0,DET,173.0,645.0,0.268,13.0,26.0,30.0,81.0,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2016
13,3rd,G,Klay Thompson,25.0,GSW,164.0,645.0,0.254,0.0,37.0,53.0,80.0,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8.0,0.144,2016
14,3rd,F,Paul George,25.0,IND,157.0,645.0,0.243,0.0,28.0,73.0,81.0,34.8,23.1,7.0,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,2016
15,3rd,G,Kyle Lowry,29.0,TOR,155.0,645.0,0.24,0.0,35.0,50.0,77.0,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016
16,3rd,F,LaMarcus Aldridge,30.0,SAS,103.0,645.0,0.16,3.0,11.0,55.0,74.0,30.6,18.0,8.5,1.5,0.5,1.1,0.513,0.0,0.858,10.1,0.215,2016
18,ORV,G,James Harden,26.0,HOU,106.0,645.0,0.164,0.0,,,82.0,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016
19,ORV,F,Paul Millsap,30.0,ATL,84.0,645.0,0.13,0.0,,,81.0,32.7,17.1,9.0,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,2016
20,ORV,C,Al Horford,29.0,ATL,76.0,645.0,0.118,2.0,,,82.0,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,2016
21,ORV,C,Anthony Davis,22.0,NOP,76.0,645.0,0.118,1.0,,,61.0,35.5,24.3,10.3,1.9,1.3,2.0,0.493,0.324,0.758,7.2,0.16,2016
22,ORV,C,Karl-Anthony Towns,20.0,MIN,44.0,645.0,0.068,0.0,,,82.0,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,2016
23,ORV,G,DeMar DeRozan,26.0,TOR,26.0,645.0,0.04,0.0,,,78.0,35.9,23.5,4.5,4.0,1.0,0.3,0.446,0.338,0.85,9.9,0.169,2016
24,ORV,C,Hassan Whiteside,26.0,MIA,24.0,645.0,0.037,1.0,,,73.0,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,2016
25,ORV,G,Isaiah Thomas,26.0,BOS,20.0,645.0,0.031,0.0,,,82.0,32.2,22.2,3.0,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2016
26,ORV,F,Pau Gasol,35.0,CHI,16.0,645.0,0.025,2.0,,,72.0,31.8,16.5,11.0,4.1,0.6,2.0,0.469,0.348,0.792,7.1,0.149,2016
27,ORV,G,Jimmy Butler,26.0,CHI,12.0,645.0,0.019,0.0,,,67.0,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2016
28,ORV,F,Dirk Nowitzki,37.0,DAL,8.0,645.0,0.012,0.0,,,75.0,31.5,18.3,6.5,1.8,0.7,0.7,0.448,0.368,0.893,6.8,0.138,2016
29,ORV,G,John Wall,25.0,WAS,7.0,645.0,0.011,0.0,,,77.0,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,2016
30,ORV,G,Kemba Walker,25.0,CHO,6.0,645.0,0.009,0.0,,,81.0,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2016
