,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,Year
32,ORV,C,Hassan Whiteside,30.0,POR,2.0,200.0,0.01,67.0,30.0,15.5,13.5,1.2,0.4,2.9,0.621,0.571,0.686,8.5,0.204,3.0,0.7,107.0,2021
33,ORV,C,Steven Adams,26.0,OKC,1.0,200.0,0.005,63.0,26.7,10.9,9.3,2.3,0.8,1.1,0.592,0.333,0.582,6.5,0.185,2.7,1.1,106.0,2021
34,ORV,C,Jarrett Allen,21.0,BRK,1.0,200.0,0.005,70.0,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0.0,0.633,8.2,0.212,2.9,1.0,106.0,2021
35,ORV,C,Aron Baynes,33.0,PHO,1.0,200.0,0.005,42.0,22.2,11.5,5.6,1.6,0.2,0.5,0.48,0.351,0.747,2.1,0.107,0.8,-0.8,112.0,2021
36,ORV,G,Avery Bradley,29.0,LAL,1.0,200.0,0.005,49.0,24.2,8.6,2.3,1.3,0.9,0.1,0.444,0.364,0.833,1.5,0.062,1.4,0.5,110.0,2021
37,ORV,F,Jonathan Isaac,22.0,ORL,1.0,200.0,0.005,34.0,28.8,11.9,6.8,1.4,1.6,2.3,0.47,0.34,0.779,2.5,0.12,1.9,2.9,103.0,2021
38,ORV,G,Damian Lillard,29.0,POR,1.0,200.0,0.005,66.0,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,0.7,-0.9,117.0,2021
39,ORV,F,Khris Middleton,28.0,MIL,1.0,200.0,0.005,62.0,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,3.3,0.7,104.0,2021
40,ORV,F,Kristaps Porziņģis,24.0,DAL,1.0,200.0,0.005,57.0,31.8,20.4,9.5,1.8,0.7,2.0,0.427,0.352,0.799,5.2,0.138,2.6,0.1,107.0,2021
41,ORV,G,Matisse Thybulle,22.0,PHI,1.0,200.0,0.005,65.0,19.8,4.7,1.6,1.2,1.4,0.7,0.423,0.357,0.61,2.3,0.086,2.0,3.1,106.0,2021
42,ORV,G,Russell Westbrook,31.0,HOU,1.0,200.0,0.005,57.0,35.9,27.2,7.9,7.0,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2.5,-0.1,109.0,2021
0,1st,G,Marcus Smart,27.0,BOS,198.0,200.0,0.99,71.0,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,3.7,1.7,107.0,2022
1,1st,G,Mikal Bridges,25.0,PHO,193.0,200.0,0.965,82.0,34.8,14.2,4.2,2.3,1.2,0.4,0.534,0.369,0.834,8.9,0.15,3.7,1.1,110.0,2022
2,1st,C,Rudy Gobert,29.0,UTA,171.0,200.0,0.855,66.0,32.1,15.6,14.7,1.1,0.7,2.1,0.713,0.0,0.69,11.7,0.264,4.3,1.7,103.0,2022
3,1st,F,Giannis Antetokounmpo,27.0,MIL,156.0,200.0,0.78,67.0,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,3.7,3.5,106.0,2022
4,1st,F,Jaren Jackson Jr.,22.0,MEM,153.0,200.0,0.765,78.0,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,3.7,0.8,106.0,2022
6,2nd,F,Bam Adebayo,24.0,MIA,152.0,200.0,0.76,56.0,32.6,19.1,10.1,3.4,1.4,0.8,0.557,0.0,0.753,7.2,0.188,3.5,2.1,104.0,2022
7,2nd,G,Jrue Holiday,31.0,MIL,89.0,200.0,0.445,67.0,33.0,18.3,4.5,6.8,1.6,0.4,0.501,0.411,0.761,6.9,0.15,2.4,0.3,112.0,2022
8,2nd,G,Matisse Thybulle,24.0,PHI,87.0,200.0,0.435,66.0,25.5,5.7,2.3,1.1,1.7,1.1,0.5,0.313,0.791,3.7,0.107,2.5,3.3,108.0,2022
9,2nd,C,Robert Williams,24.0,BOS,70.0,200.0,0.35,61.0,29.6,10.0,9.6,2.0,0.9,2.2,0.736,0.0,0.722,9.9,0.262,3.9,3.1,102.0,2022
10,2nd,F,Draymond Green,31.0,GSW,34.0,200.0,0.17,46.0,28.9,7.5,7.3,7.0,1.3,1.1,0.525,0.296,0.659,3.6,0.131,2.8,4.6,103.0,2022
12,ORV,G,Fred VanVleet,27.0,TOR,41.0,200.0,0.205,65.0,37.9,20.3,4.4,6.7,1.7,0.5,0.403,0.377,0.874,6.7,0.131,2.8,0.5,111.0,2022
13,ORV,C,Joel Embiid,27.0,PHI,33.0,200.0,0.165,68.0,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12.0,0.252,4.1,2.0,105.0,2022
14,ORV,G,Dejounte Murray,25.0,SAS,24.0,200.0,0.12,68.0,34.8,21.1,8.3,9.2,2.0,0.3,0.462,0.327,0.794,7.3,0.149,3.4,1.7,108.0,2022
15,ORV,G,Chris Paul,36.0,PHO,21.0,200.0,0.105,65.0,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,3.6,2.3,107.0,2022
16,ORV,F,Evan Mobley,20.0,CLE,13.0,200.0,0.065,69.0,33.8,15.0,8.3,2.5,0.8,1.7,0.508,0.25,0.663,5.2,0.107,3.7,1.5,107.0,2022
17,ORV,F,Herbert Jones,23.0,NOP,10.0,200.0,0.05,78.0,29.9,9.5,3.8,2.1,1.7,0.8,0.476,0.337,0.84,4.6,0.096,2.5,1.5,112.0,2022
18,ORV,G,Patrick Beverley,33.0,MIN,9.0,200.0,0.045,58.0,25.4,9.2,4.1,4.6,1.2,0.9,0.406,0.343,0.722,4.1,0.132,1.7,2.1,111.0,2022
19,ORV,F,Dorian Finney-Smith,28.0,DAL,7.0,200.0,0.035,80.0,33.1,11.0,4.7,1.9,1.1,0.5,0.471,0.395,0.675,6.6,0.121,3.2,0.7,110.0,2022
20,ORV,G,Kyle Lowry,35.0,MIA,6.0,200.0,0.03,63.0,33.9,13.4,4.5,7.5,1.1,0.3,0.44,0.377,0.851,6.4,0.143,2.7,0.8,110.0,2022
21,ORV,G,Jimmy Butler,32.0,MIA,5.0,200.0,0.025,57.0,33.9,21.4,5.9,5.5,1.6,0.5,0.48,0.233,0.87,9.2,0.228,2.9,1.9,108.0,2022
22,ORV,G,Alex Caruso,27.0,CHI,5.0,200.0,0.025,41.0,28.0,7.4,3.6,4.0,1.7,0.4,0.398,0.333,0.795,2.0,0.082,1.2,2.3,112.0,2022
23,ORV,F,Jayson Tatum,23.0,BOS,4.0,200.0,0.02,76.0,35.9,26.9,8.0,4.4,1.0,0.6,0.453,0.353,0.853,9.6,0.169,4.6,0.6,106.0,2022
24,ORV,G,Gary Payton II,29.0,GSW,3.0,200.0,0.015,71.0,17.6,7.1,3.5,0.9,1.4,0.3,0.616,0.358,0.603,5.2,0.199,2.6,3.4,103.0,2022
25,ORV,G,Derrick White,27.0,TOT,3.0,200.0,0.015,75.0,29.3,13.2,3.5,4.9,0.9,0.8,0.421,0.312,0.864,5.1,0.111,2.3,0.6,112.0,2022
26,ORV,G,Scottie Barnes,20.0,TOR,2.0,200.0,0.01,74.0,35.4,15.3,7.5,3.5,1.1,0.7,0.492,0.301,0.735,6.6,0.122,2.9,0.4,111.0,2022
27,ORV,F,Jaylen Brown,25.0,BOS,2.0,200.0,0.01,66.0,33.6,23.6,6.1,3.5,1.1,0.3,0.473,0.358,0.758,5.8,0.124,3.4,0.1,108.0,2022
28,ORV,C,Al Horford,35.0,BOS,2.0,200.0,0.01,69.0,29.1,10.2,7.7,3.4,0.7,1.3,0.467,0.336,0.842,7.6,0.181,3.8,2.9,104.0,2022
29,ORV,C,Jarrett Allen,23.0,CLE,1.0,200.0,0.005,56.0,32.3,16.1,10.8,1.6,0.8,1.3,0.677,0.1,0.708,8.5,0.224,3.0,1.2,106.0,2022
30,ORV,F,OG Anunoby,24.0,TOR,1.0,200.0,0.005,48.0,36.0,17.1,5.5,2.6,1.5,0.5,0.443,0.363,0.754,3.7,0.104,1.9,0.1,111.0,2022
31,ORV,C,Deandre Ayton,23.0,PHO,1.0,200.0,0.005,58.0,29.5,17.2,10.2,1.4,0.7,0.7,0.634,0.368,0.746,7.3,0.203,3.1,0.6,105.0,2022
32,ORV,G,Desmond Bane,23.0,MEM,1.0,200.0,0.005,76.0,29.8,18.2,4.4,2.7,1.2,0.4,0.461,0.436,0.903,7.2,0.153,2.7,0.3,110.0,2022
33,ORV,G,Devin Booker,25.0,PHO,1.0,200.0,0.005,68.0,34.5,26.8,5.0,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,3.3,0.2,109.0,2022
34,ORV,G,Ayo Dosunmu,22.0,CHI,1.0,200.0,0.005,77.0,27.4,8.8,2.8,3.3,0.8,0.4,0.52,0.376,0.679,3.0,0.069,1.3,-0.1,115.0,2022
35,ORV,F,Kevin Durant,33.0,BRK,1.0,200.0,0.005,55.0,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,2.0,0.7,112.0,2022
0,1st,F,Jaren Jackson Jr.,23.0,MEM,195.0,200.0,0.975,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,3.8,2.0,105.0,2023
1,1st,G,Jrue Holiday,32.0,MIL,192.0,200.0,0.96,67.0,32.6,19.3,5.1,7.4,1.2,0.4,0.479,0.384,0.859,6.7,0.148,2.8,0.1,112.0,2023
2,1st,C,Brook Lopez,34.0,MIL,181.0,200.0,0.905,78.0,30.4,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784,8.0,0.161,3.9,1.3,109.0,2023
3,1st,F,Evan Mobley,21.0,CLE,132.0,200.0,0.66,79.0,34.4,16.2,9.0,2.8,0.8,1.5,0.554,0.216,0.674,8.5,0.151,4.8,1.6,108.0,2023
4,1st,G,Alex Caruso,28.0,CHI,125.0,200.0,0.625,67.0,23.5,5.6,2.9,2.9,1.5,0.7,0.455,0.364,0.808,3.6,0.109,2.6,3.3,109.0,2023
6,2nd,G,Derrick White,28.0,BOS,99.0,200.0,0.495,82.0,28.3,12.4,3.6,3.9,0.7,0.9,0.462,0.381,0.875,7.4,0.154,3.1,1.3,112.0,2023
7,2nd,F,Draymond Green,32.0,GSW,89.0,200.0,0.445,73.0,31.5,8.5,7.2,6.8,1.0,0.8,0.527,0.305,0.713,4.7,0.098,3.1,2.6,112.0,2023
8,2nd,F,OG Anunoby,25.0,TOR,81.0,200.0,0.405,67.0,35.6,16.8,5.0,2.0,1.9,0.7,0.476,0.387,0.838,4.7,0.094,2.9,0.7,113.0,2023
9,2nd,G,Dillon Brooks,27.0,MEM,54.0,200.0,0.27,73.0,30.3,14.3,3.3,2.6,0.9,0.2,0.396,0.326,0.779,1.6,0.034,2.4,-0.5,114.0,2023
10,2nd,C,Bam Adebayo,25.0,MIA,53.0,200.0,0.265,75.0,34.6,20.4,9.2,3.2,1.2,0.8,0.54,0.083,0.806,7.4,0.137,3.8,0.8,111.0,2023
12,ORV,F,Giannis Antetokounmpo,28.0,MIL,60.0,200.0,0.3,63.0,32.1,31.1,11.8,5.7,0.8,0.8,0.553,0.275,0.645,8.6,0.204,3.7,2.7,108.0,2023
13,ORV,F,Jaden McDaniels,22.0,MIN,40.0,200.0,0.2,79.0,30.6,12.1,3.9,1.9,0.9,1.0,0.517,0.398,0.736,4.4,0.087,2.4,0.5,115.0,2023
14,ORV,G,Marcus Smart,28.0,BOS,35.0,200.0,0.175,61.0,32.1,11.5,3.1,6.3,1.5,0.4,0.415,0.336,0.746,3.7,0.092,2.7,0.8,112.0,2023
15,ORV,G,Mikal Bridges,26.0,TOT,33.0,200.0,0.165,83.0,35.7,20.1,4.4,3.3,1.1,0.7,0.468,0.382,0.895,7.5,0.121,3.1,0.2,115.0,2023
16,ORV,C,Nic Claxton,23.0,BRK,25.0,200.0,0.125,76.0,29.9,12.6,9.2,1.9,0.9,2.5,0.705,0.0,0.541,9.2,0.195,4.0,2.2,108.0,2023
17,ORV,G,Jimmy Butler,33.0,MIA,23.0,200.0,0.115,64.0,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,12.3,0.277,2.9,2.0,112.0,2023
18,ORV,C,Joel Embiid,28.0,PHI,15.0,200.0,0.075,66.0,34.6,33.1,10.2,4.2,1.0,1.7,0.548,0.33,0.857,12.3,0.259,3.9,2.3,109.0,2023
19,ORV,G,Herbert Jones,24.0,NOP,15.0,200.0,0.075,66.0,29.6,9.8,4.1,2.5,1.6,0.6,0.469,0.335,0.764,4.2,0.104,2.7,1.7,112.0,2023
20,ORV,F,Anthony Davis,29.0,LAL,9.0,200.0,0.045,56.0,34.0,25.9,12.5,2.6,1.1,2.0,0.563,0.257,0.784,9.0,0.226,3.4,1.7,108.0,2023
21,ORV,G,Luguentz Dort,23.0,OKC,9.0,200.0,0.045,74.0,30.7,13.7,4.6,2.1,1.0,0.3,0.388,0.33,0.772,2.9,0.062,2.1,-1.0,116.0,2023
22,ORV,G,Jaylen Brown,26.0,BOS,4.0,200.0,0.02,67.0,35.9,26.6,6.9,3.5,1.1,0.4,0.491,0.335,0.765,5.0,0.1,3.4,-0.2,111.0,2023
23,ORV,G,Anthony Edwards,21.0,MIN,4.0,200.0,0.02,79.0,36.0,24.6,5.8,4.4,1.6,0.7,0.459,0.369,0.756,3.8,0.064,3.6,0.0,113.0,2023
24,ORV,G,Matisse Thybulle,25.0,TOT,4.0,200.0,0.02,71.0,16.9,4.1,2.0,0.7,1.2,0.5,0.435,0.365,0.679,2.1,0.086,1.5,2.2,113.0,2023
25,ORV,C,Jarrett Allen,24.0,CLE,3.0,200.0,0.015,68.0,32.6,14.3,9.8,1.7,0.8,1.2,0.644,0.1,0.733,9.5,0.205,4.0,1.0,108.0,2023
26,ORV,G,Shai Gilgeous-Alexander,24.0,OKC,3.0,200.0,0.015,68.0,35.5,31.4,4.8,5.5,1.6,1.0,0.51,0.345,0.905,11.4,0.226,3.0,1.5,113.0,2023
27,ORV,G,Dejounte Murray,26.0,ATL,3.0,200.0,0.015,74.0,36.4,20.5,5.3,6.1,1.5,0.3,0.464,0.344,0.832,4.7,0.084,2.3,0.0,116.0,2023
28,ORV,G,Paul George,32.0,LAC,2.0,200.0,0.01,56.0,34.6,23.8,6.1,5.1,1.5,0.4,0.457,0.371,0.871,4.6,0.114,2.3,0.3,113.0,2023
29,ORV,G,Tyrese Haliburton,22.0,IND,2.0,200.0,0.01,56.0,33.6,20.7,3.7,10.4,1.6,0.4,0.49,0.4,0.871,7.6,0.195,1.2,0.2,118.0,2023
30,ORV,F,Desmond Bane,24.0,MEM,1.0,200.0,0.005,58.0,31.7,21.5,5.0,4.4,1.0,0.4,0.479,0.408,0.883,5.8,0.151,2.3,0.1,113.0,2023
31,ORV,F,Scottie Barnes,21.0,TOR,1.0,200.0,0.005,77.0,34.8,15.3,6.6,4.8,1.1,0.8,0.456,0.281,0.772,5.0,0.09,2.7,-0.1,115.0,2023
32,ORV,G,Patrick Beverley,34.0,TOT,1.0,200.0,0.005,67.0,27.1,6.2,3.7,2.9,0.9,0.6,0.4,0.335,0.723,3.0,0.079,2.1,1.7,113.0,2023
33,ORV,F,Kevin Durant,34.0,TOT,1.0,200.0,0.005,47.0,35.6,29.1,6.7,5.0,0.7,1.4,0.56,0.404,0.919,6.8,0.194,2.1,1.2,113.0,2023
34,ORV,F,Aaron Gordon,27.0,DEN,1.0,200.0,0.005,68.0,30.2,16.3,6.6,3.0,0.8,0.8,0.564,0.347,0.608,6.8,0.158,2.2,-0.3,115.0,2023
35,ORV,C,Walker Kessler,21.0,UTA,1.0,200.0,0.005,74.0,23.0,9.2,8.4,0.9,0.4,2.3,0.72,0.333,0.516,7.1,0.2,2.5,1.5,111.0,2023
36,ORV,G,De'Anthony Melton,24.0,PHI,1.0,200.0,0.005,77.0,27.9,10.1,4.1,2.6,1.6,0.5,0.425,0.39,0.793,4.2,0.095,3.1,1.6,111.0,2023
37,ORV,G,Chris Paul,37.0,PHO,1.0,200.0,0.005,59.0,32.0,13.9,4.3,8.9,1.5,0.4,0.44,0.375,0.831,6.2,0.156,2.5,1.2,112.0,2023
38,ORV,F,P.J. Tucker,37.0,PHI,1.0,200.0,0.005,75.0,25.6,3.5,3.9,0.8,0.5,0.2,0.427,0.393,0.826,2.5,0.064,1.7,0.2,116.0,2023
39,ORV,G,Delon Wright,30.0,WAS,1.0,200.0,0.005,50.0,24.4,7.4,3.6,3.9,1.8,0.3,0.474,0.345,0.867,3.7,0.146,1.6,3.1,112.0,2023
